București	4.08	30.9	139	0.9
Constanța	5.54	65.5	142	2.8
Dâmbovița	5.23	53.3	15	0.5
Argeș	6.38	71.6	102	2.1
Sălaj	5.28	52.6	76	4.2
Maramureș	5.22	41.8	55	1.6
Buzău	4.14	33.3	45	1.6
Tulcea	5.84	53.8	26	2.0
Bistrița-Năsăud	5.30	53.3	15	0.7
Galați	4.99	52.9	34	1.0
Iași	5.62	47.1	136	2.6
Caraș-Severin	5.13	50.0	8	0.4
Cluj	6.05	64.4	104	2.5
Giurgiu	3.89	25.0	8	0.6
Sibiu	5.68	52.7	74	3.0
Gorj	5.49	52.9	85	2.5
Neamț	6.30	60.0	90	2.4
Alba	5.96	23.1	26	1.0
Ilfov	4.05	26.7	15	1.2
Hunedoara	5.05	42.1	38	1.3
Timiș	4.50	26.4	53	1.2
Mureș	5.96	60.0	70	2.0
Brașov	5.90	29.2	24	0.8
Dolj	4.41	22.2	54	1.2
Călărași	2.55	7.1	14	0.9
Bihor	4.93	57.9	57	1.4
Vrancea	5.32	50.0	64	2.9
Ialomița	4.04	30.8	26	1.5
Teleorman	5.04	44.4	9	0.4
Prahova	5.21	37.7	69	1.3
Olt	4.76	46.2	13	0.4
Vâlcea	6.72	80.0	30	1.0
Harghita	4.45	31.2	32	1.4
Satu-Mare	4.92	43.5	23	1.2
Mehedinți	4.80	55.6	9	0.5
Arad	3.80	13.0	23	0.8
Bacău	6.56	62.3	53	1.4
Suceava	4.39	30.8	65	1.2
Botoșani	5.60	44.4	27	1.0
Brăila	5.41	45.5	11	0.6
Vaslui	3.75	26.7	15	0.5
Covasna	6.77	68.8	16	1.4
