Dâmbovița	5.35	59.5	358	11.2
Tulcea	7.34	90.5	126	9.9
Neamț	7.60	88.4	294	7.8
București	6.75	76.6	1629	11.1
Constanța	7.35	83.8	949	18.7
Dolj	6.80	77.5	672	15.5
Iași	7.42	86.7	815	15.5
Covasna	8.03	96.2	235	20.0
Botoșani	6.91	78.9	620	22.0
Arad	6.96	78.7	417	13.8
Sibiu	8.14	94.5	403	16.4
Suceava	7.14	85.4	731	13.4
Alba	7.42	88.5	355	14.3
Teleorman	3.90	31.0	129	5.2
Ilfov	4.36	33.3	228	18.7
Călărași	6.23	72.2	158	9.9
Galați	7.58	90.9	497	14.3
Caraș-Severin	6.11	74.3	253	13.7
Buzău	7.15	87.6	282	10.1
Argeș	7.03	84.6	565	11.8
Bacău	7.74	91.2	535	13.9
Prahova	7.18	86.5	525	10.1
Bihor	6.55	76.3	646	15.7
Vâlcea	6.79	75.7	608	20.9
Olt	6.23	73.1	346	11.9
Gorj	6.68	77.0	431	12.8
Mureș	7.11	82.1	730	20.5
Timiș	6.95	81.1	560	13.1
Mehedinți	4.80	44.9	198	11.0
Satu-Mare	7.15	89.6	357	18.3
Maramureș	6.18	70.3	438	12.7
Harghita	7.50	92.8	345	15.4
Hunedoara	7.43	89.5	475	16.6
Giurgiu	4.21	42.4	165	11.7
Brașov	7.61	91.5	645	21.2
Ialomița	6.75	81.1	228	12.9
Sălaj	5.54	54.2	273	15.1
Vrancea	7.36	82.4	165	7.5
Cluj	7.95	94.6	777	18.5
Brăila	7.48	92.2	320	18.3
Bistrița-Năsăud	7.08	85.4	390	18.4
Vaslui	7.32	82.6	460	16.0
