Tulcea	7.52	86.7	15	1.0
Suceava	7.40	94.6	92	1.4
Vaslui	7.16	88.9	9	0.3
Satu-Mare	7.31	96.2	52	2.0
Vrancea	7.64	96.9	64	2.4
Timiș	7.43	93.3	15	0.3
Teleorman	8.37	100.0	7	0.2
Vâlcea	7.02	100.0	6	0.2
Prahova	7.38	97.1	105	1.6
Sibiu	7.08	93.8	16	0.6
Iași	6.83	85.3	136	2.2
Neamț	7.99	100.0	5	0.1
Mehedinți	7.37	100.0	10	0.4
Mureș	8.19	100.0	12	0.3
Olt	7.18	85.7	7	0.2
Maramureș	5.67	61.5	39	0.9
Ialomița	7.54	100.0	5	0.2
Sălaj	6.72	100.0	3	0.1
Constanța	7.60	96.4	56	0.9
Dâmbovița	7.32	89.7	39	0.9
Galați	7.99	100.0	10	0.2
Harghita	7.15	100.0	13	0.5
Hunedoara	7.16	95.8	95	2.4
Giurgiu	7.81	100.0	7	0.3
Ilfov	6.68	94.4	36	2.1
Covasna	6.81	95.0	20	1.3
Gorj	6.19	100.0	13	0.3
Bacău	6.79	97.1	69	1.5
Botoșani	7.20	86.7	30	0.9
Brăila	7.83	100.0	8	0.4
Bistrița-Năsăud	7.29	93.3	15	0.6
Brașov	7.93	99.3	135	3.8
Călărași	7.75	100.0	1	0.1
Cluj	8.13	97.5	121	2.4
Bihor	7.64	92.9	14	0.3
Buzău	6.36	80.0	5	0.1
Alba	7.84	96.7	30	1.0
București	7.18	94.8	153	0.9
Arad	7.74	89.5	19	0.5
Argeș	7.47	100.0	7	0.1
