Olt	7.06	92.0	1049	35.4
Buzău	7.46	93.2	1133	40.5
Bistrița-Năsăud	7.68	97.7	571	27.9
Iași	7.73	97.7	1458	29.6
Bacău	7.38	96.4	1444	37.4
Dâmbovița	6.94	90.2	1250	37.9
Galați	7.83	95.7	912	26.8
Mureș	7.37	96.1	1021	29.2
Brăila	7.28	94.5	604	37.0
Caraș-Severin	7.01	94.6	517	27.4
Dolj	7.13	89.3	1489	34.2
Alba	7.73	97.1	814	31.1
Neamț	7.67	93.6	1020	27.8
Bihor	7.49	96.1	1425	34.1
Arad	7.14	87.4	889	29.6
Argeș	7.84	93.5	1349	29.5
Tulcea	6.83	95.1	346	29.0
Satu-Mare	7.55	98.9	711	36.0
Mehedinți	7.07	92.1	535	29.6
Harghita	6.91	94.7	661	28.6
Gorj	6.87	88.5	799	23.2
Vaslui	7.48	93.7	1091	40.7
București	7.44	93.1	5160	35.8
Suceava	7.16	94.1	1712	33.0
Timiș	7.22	94.0	1373	32.7
Giurgiu	6.98	91.1	462	31.4
Botoșani	7.38	95.1	889	32.3
Sălaj	7.67	95.8	427	23.9
Covasna	7.11	97.7	479	38.5
Sibiu	7.37	95.2	608	25.3
Vâlcea	7.60	98.4	731	26.0
Ialomița	7.85	95.1	412	23.7
Hunedoara	7.25	94.2	910	30.7
Ilfov	5.87	79.7	463	37.6
Prahova	7.91	97.7	1140	22.3
Brașov	7.29	95.7	863	27.9
Teleorman	6.42	86.2	887	36.0
Vrancea	7.38	95.7	737	34.6
Cluj	7.42	95.3	1586	37.7
Constanța	6.76	88.1	1211	24.6
Maramureș	7.03	89.9	1174	32.7
Călărași	7.39	95.6	433	29.6
