Alba	8.95	100.0	157	6.0
București	7.68	92.1	38	0.3
Sălaj	7.86	90.8	87	4.9
Satu-Mare	8.73	98.3	120	6.1
Harghita	8.75	100.0	36	1.6
Argeș	7.76	87.5	16	0.4
Dolj	7.03	100.0	5	0.1
Caraș-Severin	5.73	100.0	3	0.2
Tulcea	6.20	100.0	1	0.1
Bihor	5.45	57.1	7	0.2
Hunedoara	8.70	100.0	13	0.4
Olt	7.28	95.0	20	0.7
Prahova	7.94	95.9	49	1.0
Botoșani	8.80	100.0	2	0.1
Timiș	8.33	100.0	20	0.5
Gorj	8.00	100.0	1	0.0
Mureș	8.78	100.0	34	1.0
Cluj	9.22	100.0	79	1.9
Vâlcea	6.43	100.0	5	0.2
Dâmbovița	5.55	100.0	1	0.0
Ialomița	6.91	83.3	6	0.3
Constanța	6.12	100.0	2	0.0
Teleorman	8.32	100.0	2	0.1
Maramureș	7.74	100.0	19	0.5
Călărași	7.54	96.4	28	1.9
Covasna	8.31	100.0	9	0.7
Vrancea	8.14	100.0	7	0.3
Brașov	5.15	50.0	2	0.1
