Brăila	6.24	73.9	299	18.3
Galați	5.15	56.1	326	9.6
Alba	6.16	62.3	507	19.3
Vaslui	5.27	54.5	257	9.6
Suceava	5.22	52.1	597	11.5
Dolj	4.26	34.7	625	14.4
Dâmbovița	4.44	41.3	608	18.4
Argeș	5.57	60.3	1279	28.0
Tulcea	4.95	45.1	175	14.6
Gorj	4.27	35.5	1040	30.1
Bistrița-Năsăud	5.01	46.4	194	9.5
Bacău	5.89	64.4	278	7.2
Timiș	5.89	58.9	986	23.5
Caraș-Severin	5.61	48.7	579	30.6
Mehedinți	3.42	22.2	397	21.9
București	5.38	57.0	2055	14.2
Olt	4.49	35.6	435	14.7
Iași	5.60	60.6	437	8.9
Satu-Mare	5.50	64.5	231	11.7
Buzău	5.89	66.0	476	17.0
Neamț	4.84	44.8	498	13.6
Mureș	4.75	45.7	584	16.7
Harghita	5.32	57.8	391	16.9
Sălaj	5.40	48.8	432	24.2
Bihor	5.41	55.0	402	9.6
Arad	4.99	51.7	549	18.3
Sibiu	6.72	75.5	714	29.7
Botoșani	4.33	35.6	225	8.2
Giurgiu	4.30	37.3	303	20.6
Cluj	5.85	66.2	438	10.4
Constanța	4.58	40.2	931	18.9
Teleorman	4.89	41.3	584	23.7
Hunedoara	5.05	49.7	449	15.2
Prahova	5.64	63.2	1418	27.7
Brașov	6.36	71.5	583	18.9
Ilfov	4.72	44.6	397	32.2
Vrancea	5.33	54.1	473	22.2
Ialomița	4.69	45.9	268	15.4
Vâlcea	4.77	46.7	512	18.2
Covasna	5.18	52.2	161	12.9
Maramureș	4.76	44.0	605	16.9
Călărași	5.02	47.7	344	23.5
