Sibiu	6.99	66.1	2487	100.0
Dâmbovița	6.08	48.7	4052	100.0
Brăila	7.32	75.8	1851	100.0
Neamț	6.83	63.0	4439	100.0
Tulcea	6.48	54.5	1506	100.0
Mehedinți	5.75	41.4	2479	100.0
Dolj	6.30	50.4	5633	100.0
Bistrița-Năsăud	6.64	58.6	2487	100.0
Călărași	6.11	48.9	1778	100.0
Iași	7.24	70.0	5110	100.0
Sălaj	6.85	60.2	2129	100.0
Buzău	6.61	58.6	3586	100.0
Caraș-Severin	5.97	44.2	2306	100.0
Maramureș	6.70	59.5	3968	100.0
Olt	5.91	45.8	3947	100.0
Mureș	6.61	56.6	4031	100.0
București	6.44	55.5	16827	100.0
Suceava	6.78	63.5	5962	100.0
Bihor	6.60	56.4	5264	100.0
Brașov	6.91	66.1	3512	100.0
Alba	6.98	65.3	2914	100.0
Prahova	6.84	62.9	5953	100.0
Harghita	6.37	49.9	2661	100.0
Cluj	7.22	73.4	4644	100.0
Bacău	6.96	68.3	4447	100.0
Vaslui	6.83	61.1	2935	100.0
Teleorman	5.76	41.8	3341	100.0
Constanța	6.07	45.9	6155	100.0
Satu-Mare	6.72	60.8	2324	100.0
Vâlcea	6.60	59.8	3526	100.0
Timiș	6.30	51.8	4937	100.0
Galați	6.88	64.8	4014	100.0
Argeș	6.67	62.1	5412	100.0
Arad	6.12	48.0	3350	100.0
Gorj	6.54	56.1	4526	100.0
Ialomița	6.36	54.1	1952	100.0
Ilfov	5.21	26.0	1813	100.0
Covasna	6.40	54.2	1522	100.0
Hunedoara	6.42	52.7	3811	100.0
Botoșani	6.68	61.6	2971	100.0
Vrancea	6.56	55.1	2715	100.0
Giurgiu	5.42	35.7	2024	100.0
