Bistrița-Năsăud	7.97	94.8	58	3.1
Iași	8.48	96.6	89	1.7
Vâlcea	9.40	100.0	53	2.2
Prahova	9.21	98.4	61	1.1
Argeș	8.42	96.6	58	1.4
Hunedoara	9.29	100.0	29	1.2
Timiș	9.35	100.0	28	0.7
Vrancea	8.79	100.0	60	2.7
Dolj	9.19	100.0	56	1.4
Suceava	9.48	100.0	57	1.1
Bihor	8.43	97.4	77	2.2
Bacău	8.79	98.2	55	1.5
Brăila	9.11	100.0	48	2.9
Dâmbovița	8.74	100.0	51	1.7
Caraș-Severin	7.30	89.3	28	1.7
Arad	8.95	100.0	50	1.8
București	8.95	100.0	78	0.5
Cluj	8.66	98.8	83	1.9
Neamț	8.09	96.2	106	3.3
Alba	7.25	87.3	63	2.8
Olt	8.34	100.0	52	2.1
Satu-Mare	8.59	100.0	28	1.5
Sălaj	8.29	100.0	46	3.0
Botoșani	9.07	100.0	55	2.0
Buzău	8.61	94.9	59	2.3
Gorj	9.08	100.0	30	1.0
Teleorman	7.44	86.7	60	3.1
Mehedinți	8.02	96.5	57	3.1
Constanța	7.61	84.3	70	1.4
Mureș	8.31	98.9	90	2.7
Brașov	7.24	85.1	47	1.5
Galați	9.33	96.7	30	0.9
Sibiu	8.04	96.5	86	3.5
Tulcea	8.17	100.0	28	2.4
Harghita	7.50	85.1	67	3.2
Vaslui	7.45	92.5	53	2.1
Ialomița	8.03	96.4	56	3.5
Giurgiu	7.53	90.9	33	2.8
Maramureș	6.61	73.8	80	2.4
Covasna	7.76	97.1	34	2.8
Călărași	6.85	81.4	43	3.1
Ilfov	6.94	80.0	20	1.7
