Argeș	8.42	97.5	200	4.8
București	8.66	97.8	1181	7.1
Bacău	8.58	96.1	206	5.6
Bihor	8.23	93.9	49	1.4
Cluj	8.72	98.6	143	3.3
Botoșani	8.61	97.3	74	2.7
Brașov	8.86	97.2	72	2.2
Constanța	8.48	98.6	281	5.8
Gorj	8.62	98.7	79	2.7
Iași	8.91	96.8	155	2.9
Timiș	8.53	100.0	65	1.5
Galați	8.86	98.2	169	5.2
Suceava	8.57	99.2	121	2.3
Covasna	8.34	100.0	32	2.7
Ialomița	8.18	96.2	80	5.0
Dolj	8.94	96.9	128	3.1
Olt	8.58	96.9	128	5.3
Mehedinți	8.37	98.3	59	3.2
Sibiu	8.37	98.8	81	3.3
Brăila	8.69	98.7	78	4.7
Prahova	8.62	98.1	315	5.9
Vaslui	8.55	96.0	75	3.0
Vâlcea	8.95	100.0	112	4.7
Vrancea	9.28	98.1	108	4.9
Buzău	8.38	98.3	176	6.9
Alba	9.30	100.0	84	3.7
Dâmbovița	8.80	100.0	107	3.6
Maramureș	8.32	95.2	42	1.2
Neamț	8.32	96.8	126	4.0
Hunedoara	8.55	100.0	42	1.8
Arad	8.61	100.0	80	2.9
Teleorman	8.70	97.0	67	3.4
Bistrița-Năsăud	8.04	93.8	16	0.9
Tulcea	9.04	97.7	43	3.8
Călărași	8.25	96.9	64	4.6
Giurgiu	8.03	94.8	58	5.0
Harghita	8.05	91.9	37	1.7
Mureș	8.44	98.8	80	2.4
Satu-Mare	7.56	100.0	20	1.1
Caraș-Severin	7.80	100.0	24	1.4
Ilfov	7.20	81.8	11	0.9
Sălaj	8.48	100.0	35	2.3
