Brăila	7.79	88.5	244	14.8
Constanța	7.62	88.4	947	19.5
Dolj	7.33	86.5	1013	24.9
Ilfov	6.50	77.7	229	19.1
Iași	7.59	87.9	991	18.7
Neamț	7.12	82.7	758	23.9
Sălaj	8.00	93.2	294	19.2
Suceava	7.35	89.8	1347	26.1
Timiș	7.62	89.3	1042	24.4
Vâlcea	7.33	85.9	774	32.2
București	7.33	90.6	2785	16.8
Bihor	7.77	91.4	1008	28.5
Olt	7.30	83.8	591	24.4
Bacău	7.58	90.8	622	16.8
Cluj	8.14	97.4	812	18.9
Brașov	7.73	90.5	871	26.9
Prahova	7.21	87.3	511	9.6
Arad	7.10	89.1	595	21.5
Hunedoara	7.53	93.4	542	23.0
Mehedinți	6.51	73.4	433	23.8
Argeș	7.89	91.2	582	13.9
Alba	7.97	94.7	338	15.1
Mureș	7.55	90.3	744	22.0
Satu-Mare	8.01	96.1	413	22.0
Vrancea	6.93	79.5	268	12.3
Vaslui	6.58	77.7	515	20.6
Sibiu	7.77	89.0	319	12.8
Bistrița-Năsăud	7.30	89.8	580	31.2
Dâmbovița	6.68	81.7	679	22.6
Botoșani	6.90	82.4	899	32.3
Maramureș	6.91	84.9	737	21.8
Galați	7.15	86.8	768	23.7
Caraș-Severin	7.36	89.7	545	32.1
Teleorman	6.24	72.7	506	26.0
Ialomița	7.16	83.2	513	32.2
Gorj	6.67	81.7	622	21.4
Tulcea	7.11	84.2	292	25.5
Harghita	7.50	90.7	462	21.8
Covasna	7.82	95.6	338	28.2
Buzău	6.93	83.6	219	8.6
Călărași	6.20	77.2	180	13.0
Giurgiu	5.83	74.1	108	9.3
