Alba	5.59	62.5	903	36.8
Argeș	5.58	65.7	1640	36.5
Arad	4.81	49.4	1087	38.3
București	5.62	63.9	3796	24.8
Bacău	5.82	69.7	1135	29.1
Bihor	5.14	60.0	1045	28.1
Bistrița-Năsăud	5.16	55.7	796	38.4
Brăila	5.23	60.2	394	23.5
Botoșani	5.12	56.8	766	27.3
Brașov	5.74	69.1	1115	33.7
Buzău	5.47	65.9	662	25.5
Cluj	6.25	76.8	1123	26.8
Călărași	4.41	47.7	470	32.4
Caraș-Severin	4.30	46.0	619	34.7
Constanța	5.21	58.4	2216	43.6
Covasna	5.02	57.4	282	24.5
Dâmbovița	4.88	54.9	844	27.2
Dolj	4.31	42.8	1377	32.7
Gorj	5.00	59.3	1510	45.3
Galați	6.01	73.8	1182	35.7
Giurgiu	4.36	45.1	466	37.9
Hunedoara	4.79	49.4	854	32.6
Harghita	5.37	63.1	833	37.9
Ilfov	4.43	43.3	393	31.3
Ialomița	4.09	36.6	563	34.3
Iași	6.10	72.7	2069	39.0
Mehedinți	4.48	48.6	634	34.6
Maramureș	5.31	56.6	1301	36.3
Mureș	5.34	61.9	1295	37.8
Neamț	5.58	62.9	1360	40.4
Olt	4.29	39.3	807	31.3
Prahova	5.92	70.1	2431	45.5
Sibiu	6.16	77.6	931	39.7
Sălaj	5.26	56.1	554	33.9
Satu-Mare	5.15	59.6	587	29.4
Suceava	5.24	58.5	1604	30.8
Tulcea	4.81	50.4	454	35.8
Timiș	5.38	61.1	1523	35.8
Teleorman	3.48	29.8	523	24.9
Vâlcea	5.02	57.2	950	35.9
Vrancea	5.29	56.3	810	37.5
Vaslui	4.60	47.8	880	30.9
