Alba	7.74	100.0	6	0.2
Arad	7.75	100.0	4	0.1
București	8.57	98.2	57	0.4
Bacău	8.54	100.0	10	0.3
Bihor	7.69	96.4	28	0.8
Bistrița-Năsăud	7.46	91.3	46	2.2
Brăila	6.60	85.7	7	0.4
Botoșani	8.76	100.0	13	0.5
Brașov	7.25	100.0	4	0.1
Buzău	8.93	100.0	7	0.3
Cluj	7.47	84.1	44	1.1
Călărași	6.48	100.0	5	0.3
Caraș-Severin	8.12	100.0	10	0.6
Constanța	10.00	100.0	1	0.0
Covasna	8.03	100.0	20	1.7
Dâmbovița	8.31	100.0	7	0.2
Dolj	6.61	80.0	5	0.1
Gorj	8.89	100.0	4	0.1
Galați	8.57	91.7	12	0.4
Giurgiu	9.00	100.0	2	0.2
Hunedoara	7.70	100.0	3	0.1
Harghita	7.67	100.0	14	0.6
Ialomița	6.90	100.0	1	0.1
Iași	7.58	100.0	6	0.1
Mehedinți	7.80	100.0	2	0.1
Maramureș	7.46	96.3	27	0.8
Mureș	7.82	100.0	4	0.1
Neamț	9.20	100.0	5	0.1
Olt	8.56	83.3	6	0.2
Prahova	7.96	100.0	5	0.1
Sibiu	6.87	83.3	6	0.3
Sălaj	9.85	100.0	4	0.2
Satu-Mare	7.73	100.0	26	1.3
Suceava	8.37	100.0	6	0.1
Tulcea	9.15	100.0	2	0.2
Timiș	7.54	100.0	5	0.1
Teleorman	7.83	100.0	4	0.2
Vâlcea	5.30	100.0	1	0.0
Vrancea	7.52	100.0	10	0.5
Vaslui	8.26	100.0	4	0.1
