Alba	8.43	93.2	412	16.8
Argeș	8.18	91.0	1137	25.3
Arad	8.91	96.4	137	4.8
București	8.27	90.8	1840	12.0
Bacău	8.46	93.4	743	19.0
Bihor	8.84	94.0	400	10.8
Bistrița-Năsăud	8.83	98.0	199	9.6
Brăila	8.39	97.3	150	8.9
Botoșani	8.54	92.9	693	24.7
Brașov	8.61	94.4	395	12.0
Buzău	8.49	93.5	713	27.5
Cluj	8.56	93.5	682	16.3
Călărași	7.03	78.6	14	1.0
Caraș-Severin	8.38	92.9	196	11.0
Constanța	7.74	86.2	1002	19.7
Covasna	8.77	100.0	73	6.3
Dâmbovița	7.74	87.2	125	4.0
Dolj	8.25	88.5	986	23.4
Gorj	7.73	86.6	67	2.0
Galați	8.49	92.4	945	28.5
Giurgiu	7.69	89.9	99	8.1
Hunedoara	8.22	88.6	88	3.4
Harghita	8.62	98.0	51	2.3
Ilfov	7.25	73.5	34	2.7
Ialomița	7.42	83.5	279	17.0
Iași	8.65	96.1	713	13.4
Mehedinți	8.12	90.0	321	17.5
Maramureș	8.27	91.0	542	15.1
Mureș	8.34	92.7	245	7.1
Neamț	8.35	90.1	494	14.7
Olt	8.10	86.5	377	14.6
Prahova	8.69	94.1	1397	26.1
Sibiu	8.50	94.4	396	16.9
Sălaj	8.20	88.0	25	1.5
Satu-Mare	8.91	96.0	25	1.3
Suceava	8.03	89.2	1334	25.6
Tulcea	8.41	92.4	264	20.8
Timiș	8.09	89.1	129	3.0
Teleorman	8.27	92.4	198	9.4
Vâlcea	8.65	91.4	140	5.3
Vrancea	8.36	93.0	157	7.3
Vaslui	8.09	88.8	907	31.9
