Alba	6.87	90.6	32	1.2
Argeș	6.26	94.4	18	0.4
Arad	8.54	100.0	18	0.5
București	7.34	91.5	71	0.4
Bacău	6.37	83.3	48	1.1
Bihor	7.21	85.7	7	0.1
Bistrița-Năsăud	7.89	100.0	8	0.3
Brăila	9.12	100.0	3	0.1
Botoșani	6.33	90.0	30	0.9
Brașov	7.63	93.3	90	2.5
Buzău	6.56	75.0	4	0.1
Cluj	8.38	97.8	46	1.0
Călărași	10.00	100.0	1	0.1
Caraș-Severin	2.75	0.0	1	0.0
Constanța	7.46	93.8	32	0.5
Covasna	6.45	88.9	27	1.9
Dâmbovița	6.12	85.7	21	0.6
Dolj	7.72	100.0	8	0.2
Gorj	7.75	100.0	1	0.0
Galați	7.72	100.0	6	0.2
Giurgiu	7.14	100.0	5	0.3
Hunedoara	5.93	80.0	15	0.4
Harghita	7.45	83.3	12	0.5
Ilfov	5.67	69.4	62	3.8
Ialomița	6.48	66.7	6	0.3
Iași	6.96	86.9	84	1.4
Mehedinți	6.97	84.0	25	1.1
Maramureș	7.41	94.1	17	0.4
Mureș	6.86	100.0	4	0.1
Neamț	7.72	100.0	3	0.1
Prahova	6.69	86.1	72	1.2
Sibiu	6.82	85.7	7	0.3
Sălaj	6.85	75.0	12	0.6
Satu-Mare	6.95	94.1	17	0.8
Suceava	7.91	97.1	34	0.5
Tulcea	6.68	77.8	27	1.9
Timiș	6.88	68.4	19	0.4
Teleorman	3.30	0.0	1	0.0
Vâlcea	6.83	100.0	3	0.1
Vrancea	7.55	95.5	22	0.9
Vaslui	6.69	86.7	15	0.5
