Alba	7.04	90.4	2739	100.0
Argeș	6.86	87.4	5085	100.0
Arad	6.61	84.0	3394	100.0
București	7.18	90.0	17716	100.0
Bacău	7.25	92.3	4347	100.0
Bihor	6.74	85.9	4714	100.0
Bistrița-Năsăud	7.22	91.8	2400	100.0
Brăila	7.16	92.7	2108	100.0
Botoșani	7.14	91.2	3244	100.0
Brașov	7.28	92.4	3627	100.0
Buzău	7.07	90.6	2976	100.0
Cluj	7.51	94.5	4581	100.0
Călărași	6.51	80.5	1767	100.0
Caraș-Severin	6.78	85.8	2162	100.0
Constanța	6.50	82.5	6089	100.0
Covasna	5.82	71.7	1391	100.0
Dâmbovița	6.78	86.3	3669	100.0
Dolj	7.10	86.6	4920	100.0
Gorj	6.37	78.0	3966	100.0
Galați	7.24	92.3	3944	100.0
Giurgiu	5.89	75.3	1582	100.0
Hunedoara	6.95	87.2	3409	100.0
Harghita	5.63	66.6	2415	100.0
Ilfov	5.49	66.4	1630	100.0
Ialomița	6.85	84.6	1921	100.0
Iași	7.24	92.2	5859	100.0
Mehedinți	6.45	80.8	2374	100.0
Maramureș	6.84	89.0	4023	100.0
Mureș	6.42	81.7	4188	100.0
Neamț	6.89	88.5	3818	100.0
Olt	6.98	86.1	3133	100.0
Prahova	7.27	92.6	5821	100.0
Sibiu	7.30	93.9	2704	100.0
Sălaj	6.91	87.0	1848	100.0
Satu-Mare	6.65	84.8	2158	100.0
Suceava	7.15	89.2	6288	100.0
Tulcea	6.68	86.0	1447	100.0
Timiș	6.80	87.2	4984	100.0
Teleorman	6.48	79.8	2446	100.0
Vâlcea	6.91	88.0	3212	100.0
Vrancea	6.77	85.2	2546	100.0
Vaslui	6.89	89.6	3105	100.0
