Alba	8.00	100.0	79	2.9
Arad	8.33	100.0	57	1.7
București	7.61	100.0	5	0.0
Bihor	7.18	95.3	470	10.0
Bistrița-Năsăud	9.00	100.0	6	0.2
Brașov	6.82	86.0	129	3.6
Cluj	8.20	98.8	411	9.0
Covasna	7.47	95.2	766	55.1
Hunedoara	7.23	96.0	25	0.7
Harghita	7.34	96.8	1580	65.4
Maramureș	6.70	93.2	44	1.1
Mureș	7.22	92.5	901	21.5
Sibiu	7.38	100.0	9	0.3
Sălaj	7.81	97.4	231	12.5
Satu-Mare	7.60	98.4	372	17.2
Timiș	7.12	92.5	40	0.8
