Alba	3.81	29.0	31	1.1
Argeș	5.38	56.6	152	3.0
Arad	4.30	30.8	26	0.8
București	3.76	31.5	222	1.3
Bacău	6.42	75.5	49	1.1
Bihor	4.37	40.3	72	1.5
Bistrița-Năsăud	4.21	50.0	10	0.4
Brăila	3.05	10.6	47	2.2
Botoșani	4.61	39.0	41	1.3
Brașov	4.88	42.9	28	0.8
Buzău	4.32	38.7	62	2.1
Cluj	6.30	70.3	101	2.2
Călărași	3.01	14.8	27	1.5
Caraș-Severin	3.80	25.7	35	1.6
Constanța	5.22	56.7	224	3.7
Covasna	3.58	18.2	11	0.8
Dâmbovița	4.27	33.3	27	0.7
Dolj	4.12	30.1	73	1.5
Gorj	4.50	37.0	173	4.4
Galați	4.06	36.1	61	1.5
Giurgiu	2.11	4.5	22	1.4
Hunedoara	4.66	33.3	60	1.8
Harghita	5.33	58.1	31	1.3
Ilfov	2.59	9.1	11	0.7
Ialomița	4.95	53.8	13	0.7
Iași	4.37	35.0	180	3.1
Mehedinți	3.26	16.4	61	2.6
Maramureș	4.83	38.0	71	1.8
Mureș	5.04	48.4	126	3.0
Neamț	5.77	59.3	123	3.2
Olt	4.31	33.3	27	0.9
Prahova	5.71	64.8	105	1.8
Sibiu	5.62	58.1	62	2.3
Sălaj	5.26	52.5	101	5.5
Satu-Mare	3.86	29.0	31	1.4
Suceava	4.48	36.6	82	1.3
Tulcea	4.05	38.9	18	1.2
Timiș	4.63	38.7	62	1.2
Teleorman	3.66	26.7	15	0.6
Vâlcea	6.91	81.0	58	1.8
Vrancea	5.45	56.4	78	3.1
Vaslui	4.03	36.7	30	1.0
