Alba	9.40	100.0	1	0.0
Argeș	7.35	100.0	14	0.3
Arad	8.58	100.0	9	0.3
București	6.93	78.1	32	0.2
Bacău	6.98	88.2	17	0.4
Bihor	7.03	100.0	3	0.1
Bistrița-Năsăud	8.68	100.0	5	0.2
Brăila	8.70	100.0	15	0.7
Botoșani	9.78	100.0	2	0.1
Brașov	8.41	100.0	20	0.6
Buzău	6.90	66.7	3	0.1
Cluj	8.42	100.0	12	0.3
Călărași	8.37	100.0	3	0.2
Caraș-Severin	6.37	100.0	3	0.1
Constanța	8.46	100.0	17	0.3
Covasna	8.45	100.0	5	0.4
Dâmbovița	6.53	50.0	2	0.1
Dolj	8.28	100.0	6	0.1
Galați	8.80	100.0	1	0.0
Hunedoara	8.33	83.3	6	0.2
Harghita	7.33	100.0	2	0.1
Iași	8.64	92.3	13	0.2
Maramureș	9.00	100.0	1	0.0
Mureș	7.22	86.4	22	0.5
Neamț	9.53	100.0	7	0.2
Olt	7.35	100.0	2	0.1
Prahova	8.37	100.0	6	0.1
Sibiu	8.50	95.7	23	0.9
Satu-Mare	8.91	100.0	5	0.2
Suceava	9.05	100.0	2	0.0
Timiș	8.04	100.0	9	0.2
Vâlcea	9.15	100.0	2	0.1
Vaslui	8.00	100.0	15	0.5
