Bihor	6.82	88.2	51	1.2
Mureș	7.34	95.0	60	1.7
București	7.47	89.9	859	5.9
Argeș	7.90	98.3	181	3.9
Dolj	8.24	98.2	55	1.3
Botoșani	8.43	96.7	30	1.1
Sălaj	7.99	100.0	94	5.2
Ialomița	8.24	94.4	18	1.1
Dâmbovița	7.46	86.5	37	1.1
Olt	6.28	78.3	92	3.0
Călărași	7.26	88.4	121	8.1
Cluj	8.85	98.5	65	1.6
Arad	8.29	97.3	73	2.4
Vaslui	7.73	100.0	30	1.1
Gorj	8.10	97.7	43	1.2
Covasna	7.42	100.0	3	0.2
Iași	8.50	100.0	57	1.2
Tulcea	8.90	100.0	33	2.6
Vrancea	8.00	93.0	57	2.6
Constanța	6.59	79.3	82	1.6
Maramureș	8.08	100.0	29	0.8
Hunedoara	7.79	100.0	43	1.4
Harghita	8.15	100.0	25	1.0
Alba	7.61	94.3	35	1.4
Mehedinți	6.76	94.1	17	0.9
Bacău	8.06	95.0	121	3.3
Suceava	7.30	97.7	87	1.7
Giurgiu	6.75	89.9	79	4.6
Sibiu	9.05	100.0	3	0.1
Bistrița-Năsăud	8.17	97.0	33	1.5
Teleorman	7.02	87.5	16	0.6
Prahova	7.67	89.6	48	0.9
Neamț	8.08	98.3	60	1.7
Buzău	8.98	100.0	36	1.3
Caraș-Severin	7.66	100.0	7	0.4
Brăila	8.38	94.3	53	3.2
Timiș	8.28	99.4	174	4.0
Ilfov	6.23	72.2	36	2.6
Vâlcea	7.23	93.6	141	4.8
Galați	9.28	100.0	9	0.3
Brașov	7.91	100.0	28	0.9
Satu-Mare	9.40	100.0	1	0.1
