Suceava	7.62	89.7	1113	21.2
Teleorman	5.75	65.9	800	30.3
Prahova	8.12	94.2	1181	22.4
Iași	8.42	96.0	810	16.6
Dâmbovița	6.72	74.4	668	19.1
Mureș	7.53	86.8	418	11.7
Ialomița	7.73	91.9	454	27.9
Gorj	7.76	89.0	546	14.9
București	7.69	89.6	4148	28.5
Cluj	8.68	99.2	713	17.8
Arad	6.80	79.4	476	15.6
Bacău	8.02	96.1	774	20.9
Dolj	7.37	84.7	772	17.6
Argeș	7.73	90.9	912	19.8
Bihor	6.65	79.8	810	19.3
Harghita	7.54	92.2	258	10.8
Caraș-Severin	7.07	83.9	335	18.7
Brăila	7.99	94.8	363	21.9
Galați	8.16	93.2	648	18.9
Olt	7.33	82.5	536	17.3
Sălaj	7.36	89.1	404	22.3
Botoșani	7.59	88.5	417	15.8
Covasna	7.75	94.5	201	15.4
Bistrița-Năsăud	7.61	91.5	247	11.4
Constanța	7.75	89.6	692	13.7
Neamț	8.37	96.6	531	14.7
Mehedinți	6.74	76.7	425	22.1
Giurgiu	5.70	63.6	214	12.6
Maramureș	7.61	87.7	570	16.1
Călărași	6.95	85.0	339	22.7
Hunedoara	7.23	87.5	610	19.9
Vaslui	7.92	91.7	252	9.2
Alba	8.30	93.7	447	17.5
Tulcea	7.43	85.4	199	15.8
Ilfov	5.15	64.5	166	11.8
Satu-Mare	7.60	92.0	325	16.5
Sibiu	8.49	95.6	183	8.3
Buzău	7.77	90.3	444	15.9
Vrancea	7.89	91.6	297	13.5
Timiș	7.59	87.2	842	19.5
Vâlcea	8.08	92.4	355	12.0
Brașov	8.01	94.5	596	19.5
